,Institue
1095,"K.S Hegde Medical Academy, Mangaluru,Deralakatte, Mangaluru, Dakshina Kannada Dist,, Karnataka, 575018"
1096,"KANYAK UMARI GOVT. MED. COLL.,A SARIPAL LAM,AS ARIPALL AM, KANYAK UMARI DISTRIC T- 629201,
Tamil Nadu, 629201"
1097,"KANYAKUMARI GOVT. MED. COLL.,ASARIPALLA M , ASARIPALLAM, KANYAKUMARI DISTRICT-629201,
Tamil Nadu, 629201"
1098,"KANYAKUMARI GOVT. MED. COLL.,ASARIPALLAM,ASARIPALLAM, KANYAKUMARI DISTRICT-629201, Tamil Nadu, 629201"
1099,"KARNAT AK INST. OF MEDICA L SC.,HUB LI,VIDYA NAGAR HUBBAL LI,
Karnatak a, 580021"
1100,"KARNATAK INST. OF MEDICAL SC.,HUBLI , VIDYANAGAR HUBBALLI,
Karnataka, 580021"
1101,"KARNATAK INST. OF MEDICAL SC.,HUBLI,VIDYANAGAR HUBBALLI, Karnataka, 580021"
1102,"KGMC, LUCKNO W,SHAH MINA ROAD, CHOWK, LUCKNO
W, Uttar Pradesh, 226003"
1103,"KGMC, LUCKNOW , SHAHMINA ROAD, CHOWK, LUCKNOW,
Uttar Pradesh, 226003"
1104,"KGMC, LUCKNOW,SHAHMINA ROAD, CHOWK, LUCKNOW, Uttar Pradesh, 226003"
1105,"KLE VK
Inst. of Dental Scie. Belagavi, KLE V.K.
Institute of Dental Sciences
, J.N.
Medical College Campus, Nehru Nagar,Be lagavi- 590010.
Karn, Karnatak a, 590010"
1106,"KLE VK Inst. of Dental Scie. Belagavi
, KLE V.K. Institute of Dental Sciences, J.N. Medical College Campus, Nehru Nagar,Belagavi- 590010.Karn,
Karnataka, 590010"
1107,"KLE VK Inst. of Dental Scie. Belagavi,KLE V.K. Institute of Dental Sciences, J.N. Medical College Campus, Nehru Nagar,Belagavi-590010.Karn, Karnataka, 590010"
1108,"KURNO OL MEDICA L COLLEG E, KURNO OL,BUD HAWAR PET, KURNO OL.,
Andhra Pradesh, 518002"
1109,"KURNOOL MEDICAL COLLEGE, KURNOOL , BUDHAWARPET,
KURNOOL., Andhra Pradesh, 518002"
1110,"KURNOOL MEDICAL COLLEGE, KURNOOL,BUDHAWARPET, KURNOOL., Andhra
Pradesh, 518002"
1111,"Kakatiya Medical College Waranga l,SVP
Road, Waranga l, Telangan a, 506007"
1112,"Kakatiya Medical College Warangal , SVP Road, Warangal, Telangana, 506007"
1113,"Kakatiya Medical College Warangal,SVP Road, Warangal, Telangana, 506007"
1114,"Kalinga Institute of Dental Sciences
,
Bhubane swar,CA MPUS-5 KUSHAB HADRA CAMPU S
P.O-KIIT BHUBAN ESWAR ODISHA,
Odisha, 751024"
1115,"Kalinga Institute of Dental Sciences, Bhubaneswar , CAMPUS-5 KUSHABHADRA CAMPUS
P.O-KIIT BHUBANESWAR
ODISHA, Odisha, 751024"
1116,"Kalinga Institute of Dental Sciences, Bhubaneswar,CAMPUS-5 KUSHABHADRA CAMPUS
P.O-KIIT BHUBANESWAR ODISHA, Odisha, 751024"
1117,"Kalinga Institute of Medical Sciences
,
Bhubane swar,CA MPUS-5 KUSHAB HADRA CAMPU S
P.O-KIIT BHUBAN ESWAR,
Odisha, 751024"
1118,"Kalinga Institute of Medical Sciences, Bhubaneswar , CAMPUS-5 KUSHABHADRA CAMPUS
P.O-KIIT BHUBANESWAR,
Odisha, 751024"
1119,"Kalinga Institute of Medical Sciences, Bhubaneswar,CAMPUS-5 KUSHABHADRA CAMPUS
P.O-KIIT BHUBANESWAR, Odisha, 751024"
1120,"Kalpana Chawla Govt. Medical College, Karnal , Kalpana Chawla Govt. Medical College,Karnal, Haryana, Haryana, 132001"
1121,"Kalpana Chawla Govt. Medical College, Karnal,K alpana Chawla Govt.
Medical College, Karnal, Haryana, Haryana, 132001"
1122,"Kalpana Chawla Govt. Medical College, Karnal,Kalpana Chawla Govt. Medical College,Karnal, Haryana, Haryana, 132001"
1123,"Karwar Institute of Medical Sciences
,
Karwar,D ISTRICT HOSPIT AL PREMIS ES, MG ROAD, KARWA R,
Karnatak a, 581301"
1124,"Karwar Institute of Medical Sciences, Karwar , DISTRICT HOSPITAL PREMISES, MG ROAD, KARWAR,
Karnataka, 581301"
1125,"Karwar Institute of Medical Sciences, Karwar,DISTRICT HOSPITAL PREMISES, MG ROAD, KARWAR, Karnataka, 581301"
1126,"Kasturba Medical College, Manipal Univ., Mangalor e,Light house Hill Road, Mangalor e, India, Karnatak a, 575001"
1127,"Kasturba Medical College, Manipal Univ., Mangalore , Light house Hill Road, Mangalore, India, Karnataka, 575001"
1128,"Kasturba Medical College, Manipal Univ., Mangalore,Light house Hill Road, Mangalore, India, Karnataka, 575001"
1129,"Kasturba Medical College, Manipal Univ., Manipal , Madhav Nagar, Manipal, Karnataka State India, Karnataka, 576104"
1130,"Kasturba Medical College, Manipal Univ., Manipal, Madhav Nagar, Manipal, Karnatak a State India, Karnatak a, 576104"
1131,"Kasturba Medical College, Manipal Univ., Manipal,Madhav Nagar, Manipal, Karnataka State India, Karnataka, 576104"
1132,"Kodagu Institute of Medical Sciences
,
Kodagu, Kodagu Institute of Medical Sciences
,
Madikeri.
,
Karnatak a, 571201"
1133,"Kodagu Institute of Medical Sciences, Kodagu , Kodagu Institute of Medical Sciences, Madikeri., Karnataka, 571201"
1134,"Kodagu Institute of Medical Sciences, Kodagu,Kodagu Institute of Medical Sciences, Madikeri., Karnataka, 571201"
1135,"Kokrajha r Medical College & Hospital Rangalik hata,Ran galikhata Pt.-1,
Kokrajha r, Assam, 783370"
1136,"Kokrajhar Medical College & Hospital Rangalikhata , Rangalikhata Pt.-1, Kokrajhar, Assam, 783370"
1137,"Kokrajhar Medical College & Hospital Rangalikhata,Rangalikhata Pt.-1, Kokrajhar, Assam, 783370"
1138,"Koppal Institute of Medical Sciences
,DIRECT OR, KIMS,KO PPAL. GAGNA VATI ROAD, KIDDIDA L GATE,K OPPAL- 583231,
Karnatak a, 583231"
1139,"Koppal Institute of Medical Sciences , DIRECTOR, KIMS,KOPPAL. GAGNAVATI ROAD, KIDDIDAL GATE,KOPPAL-
583231, Karnataka,
583231"
1140,"Koppal Institute of Medical Sciences,DIRECTOR, KIMS,KOPPAL. GAGNAVATI ROAD, KIDDIDAL GATE,KOPPAL-583231, Karnataka, 583231"
1141,"Krishna Inst. of Med.
Scie., Karad , KARAD, DIST. SATARA (MAHARASHTRA STATE).,
Maharashtra, 415110"
1142,"Krishna Inst. of Med. Scie., Karad,K ARAD, DIST. SATARA (MAHAR ASHTRA STATE).,
Maharas htra, 415110"
1143,"Krishna Inst. of Med. Scie., Karad,KARAD, DIST. SATARA (MAHARASHTRA STATE).,
Maharashtra, 415110"
1144,"Krishna Inst. of Med. Scie., Karad,KARAD, DIST. SATARA (MAHARASHTRA STATE)., Maharashtra, 415110"
1145,"L.L.R.M. MEDICA L COLLEG E, MEERUT
,LALA LAJPAT RAI MEMORI AL, MEDICA L COLLEG E, GARH ROAD, MEERUT
, Uttar Pradesh, 250004"
1146,"L.L.R.M. MEDICAL COLLEGE, MEERUT
, LALA LAJPAT RAI MEMORIAL, MEDICAL COLLEGE, GARH ROAD,
MEERUT, Uttar Pradesh, 250004"
1147,"L.L.R.M. MEDICAL COLLEGE, MEERUT,LALA LAJPAT RAI MEMORIAL, MEDICAL COLLEGE, GARH ROAD, MEERUT, Uttar Pradesh, 250004"
1148,"LOKMAN YA TILAK MUNICIP AL M C,MUMB AI,Dr.
Babasah eb Ambedka r Road, Sion, Mumbai, Maharas htra, 400022"
1149,"LOKMANYA TILAK  MUNICIPAL M C,MUMBAI,Dr. Babasaheb Ambedkar Road, Sion, Mumbai, Maharashtra, 400022"
1150,"LOKMANYA TILAK MUNICIPAL M C,MUMBAI , Dr.
Babasaheb Ambedkar Road, Sion, Mumbai, Maharashtra, 400022"
1151,"Lady Hardinge Medical College, New Delhi , Lady Hardinge Medical College, Shaheed Bhagat Singh Marg, New Delhi, Delhi (NCT), 110001"
1152,"Lady Hardinge Medical College, New Delhi , Lady Hardinge Medical College, Shaheed Bhagat Singh Marg, New Delhi, Delhi (NCT), 110001 (Female Seat only )"
1153,"Lady Hardinge Medical College, New Delhi,Lad y Hardinge Medical College, Shaheed Bhagat Singh Marg, New Delhi, Delhi (NCT), 110001
(Female Seat only
)"
1154,"Lady Hardinge Medical College, New Delhi,Lady Hardinge Medical College, Shaheed Bhagat Singh Marg, New Delhi (Female Seat only )"
1155,"Lady Hardinge Medical College, New Delhi,Lady Hardinge Medical College, Shaheed Bhagat Singh Marg, New Delhi, Delhi (NCT), 110001"
1156,"Lady Hardinge Medical College, New Delhi,Lady Hardinge Medical College, Shaheed Bhagat Singh Marg, New Delhi, Delhi (NCT), 110001 (Female Seat only )"
1157,"Lakhimp ur Medical College, North Lakhimp ur, Assam,C howkha m Saboti North Lakhimp urLakhim pur, Assam, 787051"
1158,"Lakhimpur Medical College, North Lakhimpur, Assam , Chowkham Saboti North Lakhimpur Lakhimpur, Assam, 787051"
1159,"Lakhimpur Medical College, North Lakhimpur, Assam , Chowkham Saboti North LakhimpurLakhimpur, Assam, 787051"
1160,"Lakhimpur Medical College, North Lakhimpur, Assam,Chowkham Saboti North Lakhimpur
Lakhimpur, Assam, 787051"
1161,"Lakhimpur Medical College, North Lakhimpur, Assam,Chowkham Saboti North LakhimpurLakhimpur, Assam, 787051"
1162,"Laxmi Bai Batra College Of Nursing, Delhi , 45,46, 47,
Tughlakabad Institutional Area, Mehrauli Badarpur Road, New Delhi, Delhi (NCT), 110062
(Female Seat only )"
1163,"Laxmi Bai Batra College Of Nursing, Delhi,45,46, 47, Tughlakabad Institutional Area, Mehrauli Badarpur Road, New Delhi, Delhi (NCT), 110062 (Female Seat only )"
1164,"Lt. B R K
Governm ent Medical College, Jagdalpu r,LATE BALIRA M KASHYA P MEMORI AL GOVT. MEDICA L COLLEG E, DIMRAP AL GEEDA M ROAD
, JAGDAL PUR DIST- BASTAR
,
Chhattisg arh, 494001"
1165,"Lt. B R K Government Medical College, Jagdalpur , LATE BALIRAM KASHYAP MEMORIAL GOVT. MEDICAL COLLEGE, DIMRAPAL GEEDAM ROAD , JAGDALPUR DIST-BASTAR,
Chhattisgarh, 494001"
1166,"Lt. B R K Government Medical College, Jagdalpur,LATE BALIRAM KASHYAP MEMORIAL GOVT. MEDICAL COLLEGE, DIMRAPAL GEEDAM ROAD , JAGDALPUR
DIST-BASTAR, Chhattisgarh, 494001"
1167,"Lt. B R K Government Medical College, Jagdalpur,LATE BALIRAM KASHYAP MEMORIAL GOVT. MEDICAL COLLEGE, DIMRAPAL GEEDAM ROAD , JAGDALPUR DIST-BASTAR"
1168,"Lt. B R K Government Medical College, Jagdalpur,LATE BALIRAM KASHYAP MEMORIAL GOVT. MEDICAL COLLEGE, DIMRAPAL GEEDAM ROAD , JAGDALPUR DIST-BASTAR, Chhattisgarh, 494001"
1169,"Lt. L A M
Govt. Medical College, Raigarh, T.V.Tow
er road, Bendrac hua, Raigarh, Chhattisg arh, 496001"
1170,"Lt. L A M Govt. Medical College, Raigarh , T.V.Tower road, Bendrachua, Raigarh, Chhattisgarh, 496001"
1171,"Lt. L A M Govt. Medical College, Raigarh,T.V.Tower road, Bendrachua, Raigarh, Chhattisgarh, 496001"
1172,"M.G.D.C.
& HOSPIT AL, PUDUC HERRY, GOVT. OF PUDUC HERRY INSTITU TION, GORIME DU, PONDIC HERRY,
Puduche rry, 605006"
1173,"M.G.D.C. & HOSPITAL,
PUDUCHERRY , GOVT. OF PUDUCHERRY INSTITUTION, GORIMEDU, PONDICHERRY,
Puducherry, 605006"
1174,"M.G.D.C. & HOSPITAL, PUDUCHERRY,GOVT. OF PUDUCHERRY INSTITUTION, GORIMEDU, PONDICHERRY, Puducherry, 605006"
1175,"M.G.M. MEDICA L COLLEG E, INDORE, AB ROAD INDORE,
Madhya Pradesh, 452001"
1176,"M.G.M. MEDICA L COLLEG E,JAMS HEDPUR
,Dimna Road, Mango, Jamshed pur, Jharkhan d, 831020"
1177,"M.G.M. MEDICAL COLLEGE, INDORE , AB ROAD INDORE"
1178,"M.G.M. MEDICAL COLLEGE, INDORE , AB ROAD INDORE,
Madhya Pradesh, 452001"
1179,"M.G.M. MEDICAL COLLEGE, INDORE,AB ROAD INDORE"
1180,"M.G.M. MEDICAL COLLEGE, INDORE,AB ROAD INDORE, Madhya Pradesh, 452001"
1181,"M.G.M. MEDICAL COLLEGE,JAMSHED PUR , Dimna Road, Mango, Jamshedpur,
Jharkhand, 831020"
1182,"M.G.M. MEDICAL COLLEGE,JAMSHEDPUR,Dimna Road, Mango, Jamshedpur, Jharkhand, 831020"
1183,"M.P. SHAH MEDICA L COLLEG E, JAMNAG AR,PAN DIT NEHRU MARG, JAMNAG AR 361008,
Gujarat, 361008"
1184,"M.P. SHAH MEDICAL COLLEGE, JAMNAGAR ,
PANDIT NEHRU MARG, JAMNAGAR
361008, Gujarat,
361008"
1185,"M.P. SHAH MEDICAL COLLEGE, JAMNAGAR,PANDIT NEHRU MARG, JAMNAGAR 361008, Gujarat, 361008"
1186,"MADRA S MEDICA L COLLEG E, CHENNA I,MADRA S MEDICA L COLLEG E
EVR PERIYA R SALAI,P ARK TOWN,C HENNAI, TAMIL NADU.,
Tamil Nadu, 600003"
1187,"MADRAS MEDICAL COLLEGE, CHENNAI
, MADRAS MEDICAL COLLEGE
EVR PERIYAR SALAI,PARK TOWN,CHENNAI,TA MIL NADU., Tamil Nadu, 600003"
1188,"MADRAS MEDICAL COLLEGE, CHENNAI,MADRAS MEDICAL COLLEGE EVR PERIYAR SALAI,PARK TOWN,CHENNAI,TAMIL NADU., Tamil Nadu, 600003"
1189,"MADUR AI MEDICA L COLLEG E, MADUR AI,PANA GAL ROAD MADUR
AI, Tamil Nadu, 625020"
1190,"MADURAI MEDICAL COLLEGE, MADURAI , PANAGAL ROAD
MADURAI, Tamil Nadu, 625020"
1191,"MADURAI MEDICAL COLLEGE, MADURAI,PANAGAL ROAD MADURAI, Tamil Nadu, 625020"
1192,"MAHAR AJA K.C. GAJAPA TI M.C.,BR AHMAP UR,MKC G MEDICA L COLLEG E CAMPU S, BERHA MPUR, GANJAM
, Odisha, 760004"
1193,"MAHAR ANI LAXMI BAI MEDICA L COLL,JH ANSI,M. L.B. MEDICA L COLLEG E, KANPUR ROAD, JHANSI,
Uttar Pradesh, 284128"
1194,"MAHAR SHI DEVRAH A BABA AUTON OMOUS STATE. MEDICA L COLLEG E, DEORIA, 207
Hospital Road Saket nagar Deoria, Uttar Pradesh, 274001"
1195,"MAHARAJA K.C. GAJAPATI M.C.,BRAHMAPUR , MKCG MEDICAL COLLEGE CAMPUS, BERHAMPUR,
GANJAM, Odisha, 760004"
1196,"MAHARAJA K.C. GAJAPATI M.C.,BRAHMAPUR,MKCG MEDICAL COLLEGE CAMPUS, BERHAMPUR, GANJAM, Odisha, 760004"
1197,"MAHARANI LAXMI BAI MEDICAL COLL,JHANSI ,
M.L.B. MEDICAL COLLEGE, KANPUR ROAD, JHANSI, Uttar
Pradesh, 284128"
1198,"MAHARANI LAXMI BAI MEDICAL COLL,JHANSI,M.L.B. MEDICAL COLLEGE, KANPUR ROAD, JHANSI, Uttar Pradesh, 284128"
1199,"MAHARSHI DEVRAHA BABA AUTONOMOUS STA TE. MEDICAL COLLEGE, DEORIA ,
207 Hospital Road Saket nagar Deoria, Uttar Pradesh, 274001"
1200,"MAHARSHI DEVRAHA BABA AUTONOMOUS STATE. MEDICAL COLLEGE,
DEORIA,207 Hospital Road Saket nagar Deoria, Uttar Pradesh, 274001"
1201,"MALDA MED. COLLEG E, MALDA,
MaldaMe dicalColl ege, PS,Engli shBazar PO Dist Malda, West Bengal, 732101"
1202,"MALDA MED. COLLEGE, MALDA ,
MaldaMedicalCollege, PS,EnglishBazar PO Dist Malda"
1203,"MALDA MED. COLLEGE, MALDA ,
MaldaMedicalCollege, PS,EnglishBazar PO Dist Malda, West Bengal, 732101"
1204,"MALDA MED. COLLEGE, MALDA,MaldaMedicalCollege, PS,EnglishBazar PO Dist Malda"
1205,"MALDA MED. COLLEGE, MALDA,MaldaMedicalCollege, PS,EnglishBazar PO Dist Malda, West Bengal, 732101"
1206,"MANAV RACHNA DENTAL COLLEG E FARIDA BAD,SE CTOR - 43, DELHI SURAJK UND ROAD FARIDA BAD,
Haryana, 121004"
1207,"MANAV RACHNA DENTAL COLLEGE FARIDABAD , SECTOR - 43, DELHI SURAJKUND ROAD FARIDABAD,
Haryana, 121004"
1208,"MANAV RACHNA DENTAL COLLEGE FARIDABAD,SECTOR - 43, DELHI SURAJKUND ROAD FARIDABAD, Haryana, 121004"
1209,"MANDY A INST. OF MEDICA L SCI., MANDY A,BANG ALORE- MYSOR E MAIN ROAD, MANDY A,
Karnatak a, 571401"
1210,"MANDYA INST. OF MEDICAL SCI., MANDYA , BANGALORE- MYSORE MAIN ROAD, MANDYA,
Karnataka, 571401"
1211,"MANDYA INST. OF MEDICAL SCI., MANDYA,BANGALORE-MYSORE MAIN ROAD,
MANDYA, Karnataka, 571401"
1212,"MEDICA L COLLEG E, BARODA
,Govern ment Medical College Baroda, Anandpu ra, Vadodar a Pin No 390001,
Gujarat, 390001"
1213,"MEDICA L COLLEG E, BHAVNA GAR,Ne
ar S.T. Bus Stand, Jail road, Bhavnag ar., Gujarat, 364001"
1214,"MEDICA L COLLEG E, KOLKAT A,88,
College Street, Kolkata- 700073,
West Bengal, 700073"
1215,"MEDICAL COLLEGE, BARODA ,
Government Medical College Baroda, Anandpura, Vadodara Pin No 390001,
Gujarat, 390001"
1216,"MEDICAL COLLEGE, BARODA,Government Medical College Baroda, Anandpura, Vadodara Pin No 390001, Gujarat, 390001"
1217,"MEDICAL COLLEGE, BHAVNAGAR , Near
S.T. Bus Stand, Bhavnagar, Gujarat,
Gujarat, 364001"
1218,"MEDICAL COLLEGE, BHAVNAGAR , Near
S.T. Bus Stand, Jail road, Bhavnagar., Gujarat, 364001"
1219,"MEDICAL COLLEGE, BHAVNAGAR,Near S.T. Bus Stand, Bhavnagar, Gujarat, Gujarat, 364001"
1220,"MEDICAL COLLEGE, BHAVNAGAR,Near S.T. Bus Stand, Jail road, Bhavnagar., Gujarat, 364001"
1221,"MEDICAL COLLEGE, KOLKATA , 88,
College Street, Kolkata-700073, West Bengal, 700073"
1222,"MEDICAL COLLEGE, KOLKATA,88, College Street, Kolkata-700073, West Bengal, 700073"
1223,"MG Inst. of Medical Sciences
,
Sevagra m Wardha, VILLAGE AND PO SEVAGR AM DISTRIC T WARDH A MAHAR ASHTRA 442102,
Maharas htra, 442102"
1224,"MG Inst. of Medical Sciences, Sevagram Wardha , VILLAGE AND PO SEVAGRAM DISTRICT WARDHA MAHARASHTRA
442102, Maharashtra,
442102"
1225,"MG Inst. of Medical Sciences, Sevagram Wardha,VILLAGE AND PO SEVAGRAM DISTRICT WARDHA MAHARASHTRA 442102, Maharashtra, 442102"
1226,"MGM
Medical College, Auranga bad,N-6, Cidco, Auranga bad,, Maharas htra, 431003"
1227,"MGM
Medical College, Navi Mumbai, MGM
Medical College, Plot No. 1-2,
Sector 1, Kamothe
, Navi Mumbai - 410 209,
Maharas htra, 410209"
1228,"MGM Medical College, Aurangabad
, N-6, Cidco, Aurangabad,, Maharashtra, 431003"
1229,"MGM Medical College, Aurangabad,N-6, Cidco, Aurangabad,, Maharashtra, 431003"
1230,"MGM Medical College, Navi Mumbai
, MGM Educational Campus, Sector 1, Kamothe, Navi Mumbai, Maharashtra, 410209"
1231,"MGM Medical College, Navi Mumbai
, MGM Medical College, Plot No. 1-2, Sector 1, Kamothe, Navi Mumbai - 410 209, Maharashtra,
410209"
1232,"MGM Medical College, Navi Mumbai,MGM Educational Campus, Sector 1, Kamothe, Navi Mumbai, Maharashtra, 410209"
1233,"MGM Medical College, Navi Mumbai,MGM Medical College, Plot No. 1-2, Sector 1, Kamothe, Navi Mumbai - 410 209, Maharashtra, 410209"
1234,"MIDNAP ORE MEDICA L COLLEG E, MIDNAP UR,5
Vidyasag ar Road Midnapor e 721101
Paschim Medinipu r, West Bengal, 721101"
1235,"MIDNAPORE MEDICAL COLLEGE, MIDNAPUR , 5
Vidyasagar Road Midnapore 721101 Paschim Medinipur, West Bengal, 721101"
1236,"MIDNAPORE MEDICAL COLLEGE, MIDNAPUR , 5,
Vidyasagar Road Midnapore 721101 Paschim Medinipur"
1237,"MIDNAPORE MEDICAL COLLEGE, MIDNAPUR,5 Vidyasagar Road Midnapore 721101 Paschim Medinipur, West Bengal, 721101"
1238,"MIDNAPORE MEDICAL COLLEGE, MIDNAPUR,5, Vidyasagar Road Midnapore 721101 Paschim Medinipur"
1239,"MM
College of Dental Scie. and Res., Mullana, M.M. COLLEG E OF DENTAL SCIENC ES AND RESEAR CH, MULLAN A, AMBALA
, HARYAN A,
Haryana, 133207"
1240,"MM College of Dental Scie. and Res., Mullana , M.M. COLLEGE OF DENTAL SCIENCES AND RESEARCH, MULLANA, AMBALA,
HARYANA, Haryana, 133207"
1241,"MM College of Dental Scie. and Res., Mullana,M.M. COLLEGE OF DENTAL SCIENCES AND RESEARCH, MULLANA, AMBALA, HARYANA, Haryana, 133207"
1242,"MM Inst. Med. and Researc h, Mullana, M.M. INSTITU TE OF MEDICA L SCIENC ES AND RESEAR CH, MULLAN A, AMBALA
, HARYAN A.,
Haryana, 133207"
1243,"MM Inst. Med. and Research, Mullana ,
M.M. INSTITUTE OF MEDICAL SCIENCES
AND RESEARCH, MULLANA, AMBALA,
HARYANA., Haryana, 133207"
1244,"MM Inst. Med. and Research, Mullana,M.M. INSTITUTE OF MEDICAL SCIENCES AND RESEARCH, MULLANA, AMBALA, HARYANA., Haryana, 133207"
1245,"MOTI LAL NEHRU MEDICA L COLL, ALLAHA
BAD,Prin cipal Office Moti Lal Nehru Medical College, Lowther Road George Town Prayagra j, Uttar Pradesh, 211001"
1246,"MOTI LAL NEHRU MEDICAL COLL, ALLAHABAD ,
Principal Office Moti Lal Nehru Medical College, Lowther Road George Town Prayagraj, Uttar Pradesh, 211001"
1247,"MOTI LAL NEHRU MEDICAL COLL, ALLAHABAD,Principal Office Moti Lal Nehru Medical College, Lowther Road George Town Prayagraj, Uttar Pradesh, 211001"
1248,"MRA MEDICA L COLLEG E AMBEDK AR NAGAR, UP,VILL AGE SADDAR PUR POST SURAPU R DISTRIC T AMBEDK AR NAGAR,
Uttar Pradesh, 224227"
1249,"MRA MEDICAL COLLEGE AMBEDKAR NAGAR, UP , VILLAGE SADDARPUR POST SURAPUR DISTRICT AMBEDKAR NAGAR,
Uttar Pradesh, 224227"
1250,"MRA MEDICAL COLLEGE AMBEDKAR NAGAR, UP,VILLAGE SADDARPUR POST SURAPUR DISTRICT AMBEDKAR NAGAR, Uttar Pradesh, 224227"
1251,"MYSOR E MED.& RESEAR CH INST. MYSOR
E,Mysore Medical College and Researc h Institute,I rwin Road, Mysore, Karnatak a, 570021"
1252,"MYSORE MED.& RESEARCH INST.
MYSORE , Mysore Medical College and Research Institute,Irwin Road, Mysore, Karnataka, 570021"
1253,"MYSORE MED.& RESEARCH INST. MYSORE,Mysore Medical College and Research Institute,Irwin Road, Mysore, Karnataka, 570021"
1254,"Maharaja Jitendra Narayan Medical College and Hospital Coochbe har,Vivek ananda Street, Pilkhana, Beside Panchan an Barma Universit y, Coochbe har, West Bengal, 736101"
1255,"Maharaja Jitendra Narayan Medical College and Hospital Coochbehar , Vivekananda Street, Pilkhana, Beside Panchanan Barma University, Coochbehar, West Bengal, 736101"
1256,"Maharaja Jitendra Narayan Medical College and Hospital Coochbehar,Vivekananda Street, Pilkhana, Beside Panchanan Barma University, Coochbehar, West Bengal, 736101"
1257,"Mahatma Gandhi Medical College, Pondiche rry,SBV Pondiche rry Campus, Pillaiyark uppam, Puduche rry, 607402"
1258,"Mahatma Gandhi Medical College, Pondicherry , SBV Campus, Pillaiyarkuppam, Puducherry, 607402"
1259,"Mahatma Gandhi Medical College, Pondicherry , SBV Pondicherry Campus, Pillaiyarkuppam, Puducherry, 607402"
1260,"Mahatma Gandhi Medical College, Pondicherry,SBV Campus, Pillaiyarkuppam, Puducherry, 607402"
1261,"Mahatma Gandhi Medical College, Pondicherry,SBV Pondicherry Campus, Pillaiyarkuppam, Puducherry, 607402"
1262,"Mahatma Gandi Mission Medical College vashi , Sector 30, Vashi, Navi Mumbai, Maharashtra, 400703"
1263,"Mahatma Gandi Mission Medical College vashi,Se ctor 30, Vashi, Navi Mumbai, Maharas htra, 400703"
1264,"Mahatma Gandi Mission Medical College vashi,Sector 30, Vashi, Navi Mumbai, Maharashtra, 400703"
1265,"Manipal College of Dental Sce., Manipal , Madhav Nagar, Manipal  India, Karnataka, 576104"
1266,"Manipal College of Dental Sce., Manipal, Madhav Nagar, Manipal India, Karnatak a, 576104"
1267,"Manipal College of Dental Sce., Manipal,Madhav Nagar, Manipal  India, Karnataka, 576104"
1268,"Manipal College of Dental Science, Mangalor e,Light House Hill Road, Mangalor e India, Karnatak a, 575001"
1269,"Manipal College of Dental Science, Mangalore , Light House Hill Road, Mangalore India, Karnataka, 575001"
1270,"Manipal College of Dental Science, Mangalore,Light House Hill Road, Mangalore India, Karnataka, 575001"
1271,"Manipal Tata Medical College, , Kadani Road,
Baridih, Jamshedpur, East Singbhum District, Jharkhand, 831017"
1272,"Manipal Tata Medical College,, Kadani Road, Baridih, Jamshed pur,
East Singbhu m District, Jharkhan d, 831017"
1273,"Manipal Tata Medical College,,Kadani Road, Baridih, Jamshedpur,
East Singbhum District, Jharkhand, 831017"
1274,"Maulana Azad Institute of Dental Sciences
, New Delhi,MA MC
Complex, B.S.
Zafar Marg, New Delhi, Delhi (NCT), 110002"
1275,"Maulana Azad Institute of Dental Sciences, New Delhi , MAMC Complex, B.S. Zafar Marg, New Delhi, Delhi (NCT), 110002"
1276,"Maulana Azad Institute of Dental Sciences, New Delhi,MAMC Complex, B.S. Zafar Marg, New Delhi, Delhi (NCT), 110002"
